393,101
393,922
1503,627
1503,1832
1106,1259
1106,1343
1106,1100
1259,499
1259,816
392,1687
392,752
392,1426
1687,1915
1687,16
213,224
213,455
213,775
224,128
224,882
449,1892
449,633
449,1061
1892,932
1892,70
1443,1847
1443,911
1443,473
1847,1204
1847,2
330,1712
330,1034
330,852
1712,1220
1712,785
740,1430
740,24
740,641
1430,1743
1430,427
860,1383
860,786
860,562
1383,1672
1383,333
1278,1896
1278,1857
1278,96
1896,1975
1896,1336
1029,1075
1029,618
1075,1021
1075,1655
1270,32
565,1694
565,1128
565,1463
1694,965
1694,368
334,1273
334,527
334,1677
1273,1944
1273,1120
1451,1558
1451,1408
1451,615
1558,79
1558,389
824,1954
824,1888
1954,188
1954,1099
1257,1284
1257,1684
1257,1868
1284,309
1284,1002
1016,1895
1016,1194
1016,611
1895,279
1895,1928
559,753
559,1260
559,412
753,92
753,1591
605,869
605,1124
605,218
869,110
869,113
49,1405
49,1238
49,1361
1405,698
1405,1183
726,1424
726,692
1424,610
1008,1073
1008,1047
1008,835
1073,1163
1073,937
300,349
300,1012
300,1703
349,1693
349,1266
85,424
85,1552
85,1988
424,476
424,324
1084,1477
1084,485
1477,1439
1477,678
364,742
364,1982
364,1875
742,679
1217,1512
1217,1529
1512,687
1512,1903
298,1471
298,1538
298,1519
1471,436
1471,687
1205,1384
1205,522
33,908
33,924
33,1940
908,459
908,1343
1171,1365
1171,697
1171,1970
1365,1553
1365,228
457,561
457,996
457,1685
561,1362
561,1195
133,359
133,413
1697,1969
1697,1444
1697,119
1969,480
626,1422
626,819
626,1537
1422,1121
1422,532
1201,1653
1201,637
1201,902
1653,1343
1653,17
595,1843
595,385
595,1986
1843,225
1843,1799
339,834
339,1601
339,1517
834,958
834,1919
305,729
305,98
305,287
729,1721
475,1369
475,1793
475,1644
1369,705
215,1967
215,1142
215,1109
1967,1423
1967,1090
627,1198
627,1682
171,240
171,194
171,1235
240,1324
971,1047
971,963
971,1330
1047,252
1483,1753
1483,435
1483,1411
1753,1937
1753,117
1134,1599
1134,428
1134,637
1599,1018
1599,1714
966,1606
966,1456
966,1549
1606,1386
1606,1350
604,1519
604,441
604,1319
1519,808
446,1082
446,461
446,1125
1082,63
1082,478
1045,615
1045,413
1902,1965
1902,1335
1902,1944
1965,1386
1965,551
1286,1733
1286,788
1286,1532
1733,1782
1733,1140
1423,173
1423,630
892,1922
892,1925
892,1509
1922,1913
1922,666
262,1693
262,1819
112,1996
112,788
112,1066
1996,1456
1996,470
1402,1535
1402,1123
1535,1130
1535,1133
459,1309
459,1095
1275,1314
1275,529
1275,491
1314,468
1314,598
1210,1859
1210,1
1210,380
1859,1565
1859,590
1660,758
1660,1880
883,1464
883,520
883,939
1464,1346
1464,280
644,953
644,149
644,1500
953,43
953,1681
383,769
383,183
383,1877
769,1292
769,1667
530,1871
530,1043
530,673
1871,281
1871,1719
564,930
564,1269
564,55
930,521
930,1161
763,1139
763,1835
763,1334
1139,405
1139,438
1260,1277
1260,386
560,1225
560,1898
560,38
1225,1527
1225,845
113,1439
113,981
1439,290
403,1241
403,721
403,1987
1241,1153
1241,1102
291,542
291,228
291,799
542,1290
584,1698
584,1214
584,1308
1698,1678
1698,909
1576,1692
1576,1150
1576,499
1692,512
1692,313
241,1444
241,32
241,197
1444,566
1199,1742
1199,1642
1199,1856
1742,1795
1742,1425
572,1055
572,1168
572,438
1055,946
1055,703
697,1989
697,136
1989,1163
1989,1230
142,1587
142,739
142,173
1587,21
1587,1410
272,1962
272,227
272,1252
1962,1338
568,792
568,1792
568,692
792,1446
792,498
398,1018
398,1461
398,71
1018,993
822,1611
822,1613
822,1663
1611,390
1611,435
502,846
502,127
502,487
846,1312
846,406
826,1581
826,1727
826,985
1581,1701
1581,1824
1161,1571
1161,1866
1571,581
1571,609
285,725
285,1499
91,903
91,816
91,1633
903,635
903,1632
1124,1182
1124,15
620,1741
620,1095
620,1233
1741,454
1741,657
159,1532
159,460
159,217
1532,1669
397,1849
397,950
397,1968
1849,190
1849,1680
613,1473
613,1528
613,1510
1473,1415
110,1639
1639,1832
1639,1933
421,894
421,1705
421,44
894,787
894,247
962,1361
962,143
962,1203
1361,1185
549,1946
549,1342
549,1624
1946,1710
194,533
194,781
1618,1666
1618,820
1666,1030
1666,585
1122,1046
1122,1795
150,1977
150,1508
150,74
1977,1585
1977,320
370,1980
370,1530
370,310
1980,996
1980,756
551,1763
551,536
1763,1174
1763,895
450,1860
450,1716
450,751
1860,700
1860,1836
1333,1798
1333,111
1333,463
1798,935
1798,184
118,1615
118,988
118,125
1615,1784
1615,1894
823,1553
823,1802
823,694
1553,302
609,1215
1215,489
1215,597
1716,497
1716,1529
1696,1743
1696,21
1696,1265
1743,1622
554,870
554,207
554,1752
870,1598
870,1566
702,1937
702,1323
702,1436
1937,712
1127,1406
1127,835
1406,1490
1406,1413
1673,749
1673,1886
1550,1467
1550,651
858,1042
858,1986
602,1441
602,1479
602,1194
1441,1331
1441,555
1625,1948
1625,31
1625,649
1948,1373
1948,1026
1325,1570
1325,1462
1325,1468
1570,1683
1570,92
271,667
271,1129
271,99
667,1686
1123,1701
1123,452
1701,1591
1318,1256
1318,209
437,1108
437,1906
437,900
1108,313
786,1521
786,1012
1521,541
1521,674
1394,1786
1394,1268
1394,414
1786,1746
1786,294
106,1762
106,320
106,443
1762,854
1762,1714
1316,1458
1316,77
1316,1111
1458,244
1458,1345
806,1356
806,1886
806,1955
1356,994
1356,169
246,610
246,877
246,295
610,90
1686,1092
1686,1001
1612,739
1612,1409
1043,1935
1043,143
1324,1727
1324,1372
1727,943
998,646
998,7
938,1017
938,804
938,1775
1017,1413
1017,1616
16,184
16,480
184,1674
452,391
452,1131
180,1604
180,1846
180,1580
1604,17
1886,422
233,267
233,1897
233,301
267,310
267,1485
21,1851
856,1083
803,1731
803,855
803,61
1731,1857
1022,1101
1022,597
1022,17
1101,526
1101,1573
1925,45
1925,708
760,1626
760,84
760,1460
1626,141
1626,193
504,617
504,1453
504,1125
617,882
617,1414
1054,1578
1054,1651
1054,1385
1578,1939
1578,1737
1320,1963
1320,948
1320,1862
1963,425
1963,1224
382,511
382,1296
382,836
511,1515
511,867
776,1956
776,308
82,515
82,1873
82,155
515,484
124,481
124,1185
124,1385
481,1100
481,1057
579,1470
579,1976
579,1918
1470,1433
1470,961
849,1065
849,1630
849,61
1065,1525
1065,591
788,906
906,1317
906,18
582,1475
582,1807
582,655
1475,122
1475,1001
119,1076
119,232
1076,629
1076,1243
391,575
391,394
104,130
104,352
104,535
130,1399
1846,1285
1846,743
964,1662
964,954
964,941
1662,714
1662,294
1152,705
1152,1619
593,852
593,787
593,1339
852,1781
23,1453
23,677
1453,987
1234,1347
1234,1240
1479,1582
1479,586
1582,1867
1582,1530
476,1844
476,1030
1844,744
1844,1121
1956,433
1956,1775
1591,1796
1796,1412
1796,1469
843,999
843,1421
843,1469
999,1282
999,127
909,1173
909,898
1173,44
1173,351
1265,1631
1265,1014
1631,531
1631,1938
1344,1924
1344,206
1344,1828
1924,1791
1924,1504
782,1397
782,1412
1397,1800
1397,238
229,1679
229,24
229,1592
1679,1598
1679,1542
1888,563
1888,660
722,974
722,299
722,1901
974,1554
974,597
340,643
340,710
340,1027
643,1647
643,1994
886,1454
886,489
886,1857
1454,816
1454,714
1311,1338
1311,960
1311,1797
1338,945
65,673
65,991
65,1144
673,1805
701,1674
701,596
701,1266
1674,751
362,1979
362,1368
362,200
1979,1779
1979,1050
81,797
81,423
81,438
797,1816
797,994
278,408
278,601
408,120
408,721
75,345
75,1035
75,131
345,343
755,1007
755,1146
755,1126
1007,395
1007,89
1142,1619
1142,1997
621,747
621,319
621,901
747,257
1334,185
189,1907
189,1167
189,1191
1907,985
1907,148
123,650
123,253
123,656
650,1165
650,249
733,1891
733,42
733,983
1891,1548
1891,137
422,1208
254,581
254,1400
254,1280
581,689
594,1812
594,1263
594,244
1812,176
1812,517
571,1191
571,486
571,1667
1191,1788
815,1551
815,1983
815,1855
1551,1492
1551,557
1292,1541
1292,1719
149,34
149,1414
270,296
270,973
270,1440
296,655
296,1561
947,1298
947,718
947,1448
1298,633
1298,1755
4,1574
4,1976
4,1243
1574,1729
1574,1718
514,1416
514,1998
514,137
1416,411
1416,636
1140,1878
1140,355
821,929
821,934
821,1248
929,874
929,1598
1296,1995
1296,969
14,46
14,1617
14,1685
46,1206
46,1019
73,132
73,1014
73,1783
132,63
132,344
190,479
190,590
1791,1494
1791,1212
1053,1386
1053,1808
225,699
225,1189
293,400
293,1656
293,954
400,1001
400,108
425,705
425,972
202,226
202,864
1421,1832
1421,1481
152,1858
152,1126
152,280
1858,1354
1858,1169
1272,1889
1272,1170
1272,1752
1889,1565
1889,914
1220,1699
1220,1261
1699,1848
1699,1304
207,482
207,1180
482,1540
482,970
399,1735
399,1363
399,1253
1735,731
1735,555
1913,181
1913,1229
486,236
486,918
1110,1418
1110,1641
1110,772
1418,532
1418,781
365,1184
365,1985
365,210
1184,1864
1184,1340
214,1689
214,588
214,1817
1689,1413
1689,1434
427,750
427,1376
750,401
750,1926
28,1944
28,480
28,1384
741,1531
741,1376
993,157
993,853
1428,1620
1428,304
1428,1792
1620,529
227,432
227,898
432,1263
432,541
1163,867
501,1495
501,282
501,749
1495,1952
1495,273
1501,375
1501,1150
90,463
90,1776
463,1657
1746,880
1746,1903
739,1051
1567,1634
1567,1637
1567,62
1634,59
1634,1287
865,990
865,1831
865,204
990,683
990,520
532,1788
1003,1332
1003,1160
1003,1052
1332,1498
1332,907
1198,659
1198,255
1964,830
1964,711
1723,220
1135,1488
1135,1801
1135,1758
1488,158
1488,210
19,524
19,1885
524,1417
524,672
412,864
412,918
864,635
1641,1705
1641,1855
1705,1401
388,311
388,1909
1528,1772
3,436
3,186
3,896
436,1478
919,1720
919,129
919,185
1720,1880
1720,1784
10,66
10,1768
10,395
66,1115
66,509
1090,1050
675,1768
675,406
675,1588
1768,1792
1935,556
1935,1447
1109,1945
1109,26
371,719
371,319
371,1321
719,959
719,1904
503,1167
503,1739
503,1466
1167,487
1025,1472
1025,735
1025,1057
1472,1056
1472,1170
668,1729
668,148
668,955
1729,872
535,1465
535,798
1465,1058
1465,1693
1149,1773
1149,847
1149,1373
1773,1778
1773,717
1070,1214
1070,195
1070,905
1214,940
111,1137
111,1080
1137,374
1137,1245
223,1378
223,332
223,922
1378,949
1378,302
136,327
136,1426
327,222
327,1474
336,352
336,1379
336,677
352,321
289,1552
289,377
289,1769
1552,686
1434,1905
1434,409
1905,670
1905,1467
587,837
587,177
837,1283
837,1450
774,1975
774,922
774,528
1975,635
1046,976
1046,1230
1546,1588
1546,905
1546,1543
1588,1992
896,1592
896,1492
1592,789
274,1051
274,736
274,1870
1051,1894
704,1013
704,842
704,1881
1013,492
276,1884
276,1276
276,932
1884,220
596,1825
596,941
1825,1301
1825,387
533,1375
533,1116
960,1613
960,1536
1613,933
454,1870
454,1917
1420,1863
1420,1462
1863,1590
1863,1855
640,848
640,87
640,790
848,1313
848,1648
483,901
483,1322
483,885
901,1841
410,1734
410,1010
410,1301
1734,979
1734,1427
950,557
102,1438
102,1799
102,1710
1438,1164
1438,840
1313,1916
1313,1600
1916,1650
1916,407
996,402
1393,1616
1393,1854
1393,1580
1616,772
284,548
284,375
284,12
548,208
516,1837
516,661
516,709
1837,160
1837,1450
744,329
744,1120
985,315
222,1390
1390,1066
1390,1159
37,1839
37,1034
37,1366
1839,1992
1839,935
187,1518
187,183
187,1326
1518,1560
1121,126
1118,1533
1118,260
1118,238
1533,1976
1533,423
541,1276
629,1918
629,331
182,570
182,981
361,916
361,1737
361,957
916,552
916,1362
59,939
59,1052
1586,689
1586,574
748,1707
748,384
1707,1185
34,1728
34,24
448,1329
448,387
448,72
1329,1323
1329,1305
1197,1682
1197,928
1197,99
1682,411
1498,78
1498,144
497,827
497,1722
1263,1627
1627,830
1627,191
880,1984
880,1601
57,1035
57,854
57,1165
1835,390
1835,669
1202,1388
1202,346
1202,374
1388,1359
1388,1912
539,895
539,1949
539,307
895,1851
810,1538
810,35
1538,708
637,754
428,1207
428,103
1207,328
1207,53
935,1407
470,944
470,925
944,1268
944,1389
68,1309
68,231
68,1312
1309,1006
949,1961
949,1392
1961,268
1961,1603
905,164
1656,1251
1656,1448
226,139
1864,647
472,1041
472,988
819,984
819,1208
167,799
167,965
167,1709
799,715
43,992
43,1730
992,1910
992,1801
1880,1088
1499,1732
1499,1392
1732,1291
1732,1227
145,1534
145,646
145,166
1534,1748
1534,1836
237,714
237,1580
237,945
612,1823
612,1239
612,1377
1823,1312
1823,165
466,1440
466,519
466,540
1440,1176
161,1887
161,1761
161,1445
1887,1300
84,1295
84,586
1295,1545
1295,917
1034,1061
1637,1337
1637,353
646,342
1898,381
1898,315
395,1854
1683,5
1490,1539
1490,951
1539,1505
478,1715
478,914
1715,1504
1715,31
493,1435
493,203
493,1048
1435,862
715,1133
715,1664
1133,83
328,873
328,738
873,27
873,891
580,945
580,850
580,1117
377,994
377,1876
1089,1725
1089,879
1089,1387
1725,836
1725,820
1033,1973
1033,578
1033,1557
1973,1594
1973,1780
175,487
175,1814
175,592
1772,156
1772,1461
959,439
25,1302
25,381
25,1566
1302,255
1302,1091
1335,1384
1335,1255
1012,685
1177,1959
1177,1244
1177,360
1959,1621
1959,1728
1157,1901
1157,1514
1157,263
1901,488
1188,1968
1188,1358
1968,508
70,1080
70,186
1080,1178
101,191
101,1194
44,1845
1845,1714
125,607
125,1436
607,1765
607,1463
166,379
166,1389
379,47
379,367
473,1204
473,693
1204,1629
311,140
122,601
122,1190
601,624
1354,874
1315,1785
1315,656
1315,931
1143,1264
1143,942
1143,545
1264,1988
1264,1583
853,1345
853,1953
1345,1160
525,842
525,1597
525,1520
842,1131
1945,1600
1945,785
198,447
198,1245
198,1999
447,1745
447,589
426,1623
426,1274
426,982
1623,651
1623,743
435,948
948,1757
143,660
660,795
313,492
1,576
1,1638
576,1136
576,97
1251,1632
1251,372
191,444
444,1006
444,734
418,1395
418,878
418,92
1395,1258
1395,1684
661,887
661,1500
257,1212
257,1663
1212,165
433,1783
433,794
1783,1380
359,462
359,1875
914,924
924,1936
847,1279
847,649
1279,618
1279,898
1774,1818
1774,1799
1774,666
1818,562
1818,1308
244,720
720,1385
333,1817
333,1629
1817,961
882,976
976,1141
1303,1848
1303,931
93,1310
93,862
93,825
1310,813
1310,1909
878,1987
878,1240
543,1138
543,963
543,728
1138,699
1138,859
927,1658
927,1932
1658,1349
1658,809
942,74
1739,1970
1739,1877
1323,304
247,1711
1330,1366
707,980
707,840
980,1908
980,1997
206,1897
206,1777
1897,1556
1141,1079
1141,1767
1050,1103
790,1917
1917,401
518,1840
518,312
518,1382
1840,1910
195,812
195,105
1492,1921
465,1339
465,29
465,245
1339,430
155,396
155,1105
396,2
396,295
1287,1676
1287,1516
1676,331
494,574
494,654
1232,1597
1232,1669
1232,1572
1597,1559
231,354
231,148
354,335
354,95
108,1449
108,1943
1125,1879
1879,1375
1879,943
329,368
329,1301
368,140
1647,260
1647,1648
1144,1749
1144,209
1749,407
1749,1850
751,1487
1476,1584
1476,1664
1476,1020
1584,1381
1584,1577
1446,288
1446,1104
915,957
915,1691
471,573
471,1624
471,1168
573,711
573,409
1867,1486
1867,1376
1545,1655
1545,1505
1919,1042
287,1575
1575,1038
1575,1068
310,655
1305,1790
1305,205
279,13
423,1362
1657,1348
1657,1111
338,163
338,781
248,1174
248,114
248,566
1174,140
297,987
297,1794
297,698
987,625
477,1411
477,855
477,745
1411,337
1929,1952
1929,1708
1929,1770
1952,402
970,1981
1036,1820
1036,154
1036,678
1820,1770
1820,1706
15,599
15,288
599,1068
599,1359
877,1355
877,1744
406,978
978,434
978,60
263,1195
263,1396
1195,1644
1481,1955
367,1926
367,937
1926,1966
618,1006
239,1740
239,1756
1740,1764
1740,32
1162,1751
1162,512
1162,1469
1751,681
1751,1374
736,1005
736,545
1005,1556
1005,828
253,107
253,498
48,259
48,196
48,1564
259,268
827,1129
827,451
1129,1326
1168,863
1764,416
1764,523
38,1466
38,558
387,732
232,1328
232,724
1328,275
1328,322
47,460
47,1103
717,1522
717,825
1522,1119
1522,1227
128,1154
128,13
509,1493
509,1797
1493,1607
1493,135
1183,1995
1183,1870
1995,555
850,1377
850,1704
1346,1079
1346,268
154,1403
1510,1981
1510,622
1981,775
35,670
35,608
670,464
1238,1373
1238,1904
455,884
455,50
884,1811
884,907
220,1890
135,348
135,1061
348,1541
348,791
94,157
585,1079
585,429
712,694
712,1117
249,1947
249,1429
1947,344
657,1794
657,269
1071,1875
1071,286
1071,1517
1565,1457
1412,134
252,1463
252,1409
1497,1754
1497,431
1497,1824
1754,1104
1754,507
575,1010
575,1951
928,1417
928,1136
1417,835
20,1342
20,30
20,1235
1342,1242
1182,1190
1182,1684
941,1801
30,413
30,1352
281,636
281,1564
631,1990
631,1617
631,1663
1990,684
1990,795
1223,1760
730,800
730,242
730,1100
800,590
800,1561
925,1713
925,689
1713,1403
120,462
120,875
462,528
1178,63
1178,347
1953,1455
1953,1095
177,611
177,1638
700,891
700,623
199,1429
199,351
199,1319
1429,889
687,683
519,616
519,1489
616,1445
616,79
88,695
88,1293
88,1890
695,321
695,1605
1515,1461
1515,1951
22,1387
22,1247
22,651
1387,1950
910,1032
910,838
910,1554
1032,1120
1032,638
484,1267
484,1425
1617,1484
981,1321
1321,116
811,1547
811,625
811,1000
1547,1364
1547,1579
1667,1211
1747,1757
1747,789
1747,1442
1757,1496
1790,1930
1790,6
874,1020
855,1590
1590,1993
1283,1622
1283,1230
1622,1293
374,770
718,1766
29,1042
29,1352
649,78
255,1833
1359,1577
360,1912
360,1002
1912,1348
282,1677
282,71
98,829
98,351
829,956
829,83
1848,1930
1930,679
1056,598
1056,591
242,100
242,659
390,1474
965,512
1678,1784
1678,495
703,1842
703,1821
1842,1652
1842,1745
431,1154
431,151
1154,419
157,851
1130,818
614,1132
614,1866
614,1557
1132,1092
1132,943
1642,683
1642,1038
60,200
200,796
652,1015
652,1350
652,144
1015,1556
1015,1978
1563,1918
1563,1474
1563,1145
1317,1368
1317,1023
1368,1595
420,1940
420,236
420,831
1940,1457
1322,1861
1322,346
972,1319
972,1654
1466,727
315,920
920,1246
920,489
1530,738
1487,36
1104,107
107,897
984,217
1939,1398
1939,456
1014,1357
375,1117
957,1091
867,1158
676,1349
676,162
676,1000
1349,1410
26,1841
26,1348
1841,1702
624,664
624,1998
664,1564
664,409
363,709
363,1549
363,1805
709,1830
456,671
456,939
671,331
671,1572
536,825
536,757
1347,611
1347,1236
1607,828
1607,690
1527,1780
1527,1350
1635,1868
1635,975
745,1039
745,1638
1039,1233
1039,1442
389,474
389,802
474,429
474,442
1066,958
286,1544
1544,416
1544,453
228,1572
674,1360
674,1809
1360,1277
1360,1824
615,56
1331,1401
1401,1869
1514,1603
1514,1391
716,54
716,95
1795,1200
708,1399
731,1113
731,376
1113,648
1113,746
245,577
245,1819
556,290
556,663
153,1810
153,1276
1810,831
1810,1827
1807,1427
1807,1304
288,1770
961,1166
1166,1524
1166,69
260,1193
1992,1010
1379,1562
1379,1126
1562,969
1562,385
196,316
196,1432
316,724
316,723
401,902
546,1252
546,1087
546,1827
1252,192
1158,485
1158,1094
625,758
492,1038
937,1186
1504,1815
696,1950
696,1290
696,1780
1950,350
1020,1516
1516,156
442,1396
1396,1876
507,1923
507,645
18,394
18,1548
394,1427
321,1431
1806,1936
1806,794
1806,405
357,534
357,5
357,1540
534,1525
534,686
1092,698
1771,1915
1771,1900
1771,900
1915,550
710,1745
710,265
759,1337
759,1736
759,1695
1337,1351
1669,969
216,1583
216,1400
216,127
1583,27
794,326
958,100
1231,1677
1231,1268
1231,324
508,256
619,804
619,603
619,805
804,1760
851,844
1779,1811
1779,89
1811,1645
121,793
121,897
121,192
793,498
793,376
1375,1407
1728,989
304,347
439,117
439,385
911,11
911,1249
749,337
1398,630
1398,1520
1452,1681
1452,1758
1452,1721
1681,685
946,845
1229,1752
1229,1294
589,754
1478,632
520,931
1094,1957
1153,1838
1153,1788
1062,1760
1062,105
1062,1744
557,989
566,1496
988,899
680,1960
680,1248
680,273
1960,1004
1960,126
777,1484
777,1761
777,318
277,752
277,467
277,1351
752,1271
308,458
308,1189
415,1805
415,879
415,1002
737,773
737,1105
737,813
773,1449
773,529
1068,1874
1267,796
1267,1903
891,1506
346,479
479,1738
1851,27
818,1112
818,552
1112,1914
1112,342
1829,1336
1829,1560
176,1645
176,323
1645,690
1548,1966
1561,1300
54,574
54,280
784,1644
784,168
784,912
588,1602
588,256
490,1655
490,688
656,1508
1736,798
1736,1974
1909,434
1988,1596
1708,1885
1708,323
1885,1244
1392,1414
879,1984
932,1114
137,197
197,1621
434,1455
11,875
11,1023
875,1306
384,1520
384,1391
1027,1608
1027,1868
1608,1850
1876,318
162,12
162,1775
893,1649
893,301
893,1247
1649,645
1300,168
684,1246
684,1041
1246,1803
1261,1672
1261,682
923,1793
923,889
923,523
1793,1923
1970,1800
160,1999
160,1816
1999,39
603,658
603,172
323,833
485,1524
31,1088
1193,1244
1193,53
699,1675
1675,1722
1675,558
1966,417
79,1661
188,1730
188,732
1730,495
380,1900
380,1206
1900,275
728,1594
728,86
1594,1219
1491,1882
1491,1661
1491,1908
1882,103
1882,243
273,641
56,872
56,1826
872,876
1239,862
243,1781
243,1853
1781,419
633,889
881,991
881,758
991,1704
1228,1364
1228,1021
1228,1237
1364,324
320,653
1208,1794
467,134
467,756
724,1748
1449,665
1128,1542
1083,453
1083,443
672,1262
672,1972
1262,358
1262,665
983,1941
983,775
1941,430
1941,445
464,1233
658,1327
1327,1927
1327,1633
1160,1269
1850,265
1943,1680
1943,1409
859,1991
859,861
1991,219
1991,1695
163,61
163,982
1256,563
1256,663
989,1114
72,1688
1908,1502
840,1605
1605,1789
550,1024
550,1247
258,1249
258,169
258,838
1249,76
1408,1433
42,1890
42,1175
1243,366
1400,913
210,1702
1702,1280
499,453
770,1136
770,1115
1537,1914
1537,0
1456,1938
381,1200
1920,1949
1920,1997
1920,1242
1949,1486
1560,682
1255,1595
1255,67
1595,1910
172,808
172,1218
808,74
76,1804
76,461
83,1145
1145,495
469,506
469,1756
469,1415
506,622
506,779
979,1431
1431,975
1180,1172
1559,1921
1559,563
902,372
1179,1044
1179,1372
332,802
802,1873
103,156
1800,669
309,1987
309,114
337,64
1549,1927
1502,1593
1502,952
1593,496
1593,952
86,517
86,1881
358,9
1998,1382
1218,1425
1218,1258
570,1030
570,1881
1235,251
1381,1568
1568,569
1568,496
681,181
1765,632
1765,912
648,1159
648,366
1159,1690
963,1186
131,871
1119,1833
1119,527
1833,1957
1541,165
275,598
468,353
468,201
1585,1621
1363,662
1363,1172
1776,138
1366,1646
1646,900
1028,1650
1028,876
1028,147
1650,350
1206,1862
1403,1718
1836,1651
735,1294
735,1351
569,1630
569,1802
1630,1974
1352,628
1524,218
117,1506
1506,1058
1258,5
1914,238
1633,100
841,1307
841,1146
841,1610
1307,1269
1307,917
141,407
141,62
1058,1554
441,1049
441,1596
1049,1721
1049,1236
350,1814
1455,1803
414,659
414,170
1253,1494
1253,1156
1494,1778
890,1442
890,1872
952,139
694,164
1938,1769
1974,1691
451,1485
451,522
1485,347
1242,1340
1340,634
693,1543
693,1766
1543,844
1057,1151
1151,1176
1151,169
1021,355
527,488
1436,951
787,369
1432,12
876,1511
9,757
9,1665
373,1192
373,1536
373,521
1192,201
1192,164
1821,36
1821,1460
1219,1290
1219,1993
768,904
768,577
768,326
904,986
904,314
295,1883
1883,1175
1883,1629
416,1240
1664,1589
636,1688
1982,861
1169,1951
796,682
1955,1856
183,1189
732,1102
1102,302
577,1164
1164,1557
366,1804
1804,738
1566,912
833,861
833,921
1927,653
430,256
6,1088
6,1877
301,1148
355,1767
1767,1659
578,1695
578,221
1761,688
219,1004
219,205
1374,1830
1374,1447
114,1610
1873,1709
376,779
779,1203
1274,654
1274,1285
1237,1336
201,967
545,836
813,322
265,871
1213,1280
1213,1291
1213,854
1026,1211
1026,1579
1044,440
1044,1782
1853,868
1087,1099
1087,1861
1782,1815
1462,147
1815,1769
8,630
8,746
1777,36
1777,1640
147,1838
1148,1224
1148,1983
845,756
1156,96
1277,1399
721,269
353,785
326,982
1226,1433
1226,600
1226,647
71,404
1619,725
723,1540
723,1085
798,1116
1778,221
638,1448
638,52
496,208
1600,78
342,1306
1306,1928
1186,1932
791,429
791,1652
1983,1523
64,623
64,294
623,1081
812,1685
812,1511
1282,335
1282,1703
