2000
663 1938
663 1802
734 1851
734 1290
734 383
1851 754
1851 1915
437 990
437 873
437 478
990 359
990 114
1651 1931
1651 1882
1651 1458
1931 1403
1931 1720
470 987
470 1477
987 925
987 1742
105 337
337 1023
337 191
378 1249
378 335
1249 718
1569 1898
1569 1254
1569 1685
1898 855
1898 83
691 1480
691 285
1480 1305
1480 1181
319 705
319 449
319 824
705 501
705 1189
1814 883
714 975
714 540
975 1970
975 286
305 1710
305 999
305 1034
1710 1674
1710 1957
180 367
180 1254
180 966
367 1119
776 1969
776 852
1969 1221
59 751
59 750
751 1719
751 1515
523 1116
12 1722
12 810
12 865
1722 1960
1722 281
379 1924
379 1060
379 1720
1924 167
1924 1830
322 1390
322 796
1390 349
588 1509
588 850
1509 1541
1509 1419
1096 1421
1096 40
1421 1045
1421 510
28 1437
28 581
28 41
1437 1001
1437 673
451 1540
451 1441
451 210
1540 1189
302 29
302 185
1047 354
1047 1768
1180 1420
1180 125
1180 1302
1420 1638
1420 1729
1213 1400
1213 1076
506 1555
506 1413
506 230
1555 225
1555 1686
770 1256
1256 1232
1256 1275
578 1252
578 14
790 1271
790 1019
49 243
49 1515
461 1669
1669 1724
721 991
721 474
721 693
991 217
855 1907
430 803
430 1912
85 1912
85 1865
1912 1397
331 921
331 250
921 818
446 908
446 593
908 1343
908 982
568 1279
1279 499
1279 963
1753 853
1596 17
1596 749
167 1084
167 882
1084 1438
1084 472
1522 1915
1522 1955
1915 1598
10 479
949 1199
949 1433
949 905
1199 959
1199 1627
600 657
600 694
985 893
513 1428
513 1122
513 1907
1428 860
100 947
100 1632
1216 1728
1216 1544
1728 589
383 1498
383 552
1498 1473
1498 1472
1979 459
225 707
817 1679
731 869
731 1724
731 1597
869 521
1777 1917
1777 966
1917 970
860 1619
1683 904
1683 1624
267 1408
267 1623
267 986
1408 1524
1408 297
89 527
867 1323
867 24
1323 353
1323 237
1066 330
122 1992
122 143
122 1875
1992 388
812 978
812 1396
812 1758
978 1477
937 1238
937 1870
937 23
1238 1873
1238 619
317 627
317 475
317 413
627 1663
537 859
537 1501
537 1387
859 534
859 1018
616 1152
616 876
1152 44
1152 1118
818 1918
125 1473
1282 1687
1282 653
1282 24
1687 27
1687 1429
598 609
598 1966
598 1281
609 1993
674 1767
674 1852
674 448
1767 549
449 782
449 1727
782 467
1880 970
1891 1916
1891 14
1891 1386
1916 366
634 913
634 1986
634 1967
913 652
159 1623
159 1195
159 1320
1623 1067
1787 1944
1787 933
1787 1871
1944 1019
1944 613
411 904
411 754
904 1799
1558 1384
1558 820
1574 1830
1574 1088
493 1239
493 413
493 250
1239 1902
911 1752
911 1847
911 1286
1752 1377
1752 243
84 1792
84 1491
176 220
176 1406
220 1609
541 641
541 1403
641 38
641 683
824 1338
824 452
1338 1334
1338 1131
200 348
200 1069
200 1151
348 1277
348 1932
881 1729
881 151
881 742
1729 1800
752 1993
752 622
1993 396
1640 622
1640 690
262 1571
1571 918
1571 618
864 1905
864 1241
1905 660
883 1015
883 581
1015 997
1015 436
1061 1162
664 1471
664 62
664 182
1471 1206
1471 988
432 1902
432 1412
841 1921
841 621
841 1619
1921 1827
182 1053
182 679
1053 403
948 1001
948 652
948 1242
1001 1336
1945 577
793 798
793 1
798 409
798 1963
187 759
187 140
187 323
759 771
758 1514
758 1240
1514 548
590 1521
590 1659
590 1318
1521 941
1521 1339
701 1883
701 1858
701 667
1883 109
1883 1351
561 754
561 1562
1149 1930
1149 584
1149 1759
1930 1613
1930 1592
1095 423
1095 797
38 1310
38 838
1310 712
1310 1357
1055 1886
1055 1029
1055 279
1886 354
1886 1136
270 673
270 909
901 1190
901 792
901 293
1190 101
515 709
515 1332
515 1335
709 255
709 472
623 1554
623 345
623 1733
1554 57
1554 895
111 476
111 99
111 1940
476 1568
1848 295
1033 1983
1033 1985
1983 21
1983 1426
1403 1968
740 1691
740 1146
603 1841
603 342
603 1396
1841 37
1841 6
1617 1854
1617 73
1617 566
1854 524
1854 1307
135 1358
1202 1963
1202 1665
145 837
1065 1270
1270 1583
1270 556
1305 767
1305 1816
50 358
50 1023
50 352
358 539
358 138
223 429
223 1136
223 1461
429 91
429 314
548 185
1771 1388
1771 1985
813 1054
813 1175
813 1817
1054 606
1054 129
207 1244
207 115
1244 1686
1244 1285
1665 1908
1665 885
1908 1003
524 602
1389 505
1389 1516
579 1381
579 1910
579 736
1381 814
1381 1750
586 1011
586 54
586 1954
1011 842
1605 1893
1605 343
1605 244
1893 816
1893 1102
577 440
577 375
1472 1778
1472 117
1778 406
1120 1964
1120 882
1120 1302
1964 1784
1831 349
1464 1774
1464 363
1774 456
1774 1369
117 1104
1935 1458
931 1708
931 984
572 1378
1378 1622
1378 780
1082 139
1082 1322
1175 512
1175 993
1246 1551
1246 198
1246 695
1551 1126
1551 1414
1165 1334
1165 241
1334 868
1447 1067
988 1292
1292 231
1590 1626
1590 1076
1626 1328
1626 171
178 929
178 1834
178 157
929 1468
11 1426
11 1438
11 1359
1426 651
409 1946
1357 1512
1576 1956
1576 1352
1956 347
1956 593
667 1093
1093 1135
1093 1402
1139 288
1139 1858
1615 1655
1615 128
1655 930
1655 1462
566 781
566 809
781 1712
115 718
293 622
293 1989
428 1570
428 846
428 1236
1570 265
1570 63
1293 1980
1293 278
93 1500
93 192
1500 928
1500 196
1206 1492
1206 1526
1492 1444
873 1957
164 1380
164 1835
164 1108
1380 438
1380 489
573 1844
573 216
573 1928
1844 974
1871 657
285 1526
285 238
1526 1863
436 1695
436 1516
1695 581
1695 1842
1469 1578
1469 675
1469 636
1578 224
932 964
932 768
932 1228
964 1058
1879 1990
312 469
312 1453
469 344
469 1503
171 1662
171 1489
1662 232
1662 1859
1536 401
1536 254
21 1636
21 1151
1918 994
1918 17
217 131
217 589
1224 1639
1639 1260
1639 1154
210 457
210 559
457 1704
455 253
455 778
116 1582
116 1750
116 1962
1582 1315
1582 688
651 1597
651 857
1597 1409
230 1195
230 1461
1195 68
423 1780
423 1399
1003 1819
1819 229
1819 885
1579 1723
1579 375
1579 306
1723 417
247 120
247 871
564 811
564 994
564 1746
811 571
811 916
647 1254
647 992
486 1794
486 716
882 936
99 711
99 1304
711 254
707 746
1219 1416
1219 1150
1416 129
1416 1926
1794 1454
1794 816
935 729
935 127
345 1080
345 521
1210 1808
1210 372
245 1853
245 354
245 492
1853 1103
1853 1612
1286 1890
316 1913
316 1541
316 983
644 775
644 1587
775 1185
775 37
496 797
496 1484
496 1698
797 123
1452 1847
1452 1718
643 1417
643 1742
97 1954
97 366
1954 1531
114 1140
114 1359
1140 1783
1140 766
1792 290
1792 630
1343 1981
1343 766
1981 382
1981 363
177 522
177 1077
177 1079
522 1114
522 551
772 1900
772 615
772 380
1900 42
1900 29
1431 1685
1431 896
1431 1934
1685 1333
144 1248
144 294
144 1991
1248 699
1616 1996
1616 927
1996 1703
1996 1145
1980 856
152 385
152 1107
789 1580
789 880
1580 1807
1580 1801
1411 1743
1411 659
1411 1106
1743 300
1743 1396
192 1834
527 1543
1543 983
1543 1289
565 1277
565 1502
565 569
1277 1510
878 1057
1441 347
1441 1766
1260 1113
43 972
43 1092
43 735
972 1700
972 1404
1083 46
1083 602
163 336
163 1625
163 852
336 1348
336 392
1864 290
1864 997
1252 1405
1252 443
1106 1637
291 1833
291 845
543 1645
543 1644
543 160
1645 1843
1645 201
787 1972
787 440
1344 1959
1344 257
1959 728
1959 1413
1319 391
1319 668
604 608
604 1882
608 1726
608 1478
505 656
505 299
1460 1761
1460 968
1460 1734
1761 1330
1761 1656
196 1802
196 1567
1802 1237
1946 1741
1946 1332
1625 1676
533 206
533 233
1122 1738
1738 1467
983 314
371 1281
371 834
374 761
374 280
374 1584
761 1221
1868 1936
1868 654
1936 719
1936 1682
1359 943
1413 1621
1621 341
1621 1263
584 1919
1919 1215
1966 845
1966 1062
1691 1751
1691 536
1751 1424
1751 1157
765 1585
765 1961
765 547
1585 719
1585 753
920 1379
920 545
920 1236
1379 732
1379 810
1568 753
1339 1857
1339 1941
1857 861
1857 1400
19 823
19 861
974 1242
315 976
315 696
976 1220
996 1374
996 1928
1679 676
1513 400
1393 1684
1393 1007
1684 712
1684 1445
1163 1565
1163 1274
369 1706
369 1766
369 1042
1706 1718
456 375
456 301
1051 773
1051 480
1842 290
418 849
418 1405
583 1177
583 683
583 241
1177 807
502 923
502 1997
502 286
923 956
923 1519
831 702
831 83
1419 1943
1419 1299
1943 504
1943 492
1307 1473
1307 950
521 1467
1855 1108
1375 1756
1375 1288
1375 545
1756 984
820 229
1524 1799
737 1356
737 613
1356 1160
203 1103
203 1869
1598 1801
1801 139
143 617
143 1997
617 936
1940 1008
508 895
508 1041
508 1674
528 1044
528 774
341 1520
191 630
191 550
630 982
1392 1552
1392 952
1392 1208
1552 760
1552 356
955 1700
955 1876
955 14
1700 201
539 1493
539 101
1493 1497
1493 1050
392 540
392 224
1989 64
1989 941
1572 1784
1572 338
1784 356
1972 768
1972 1073
1614 444
1614 1445
838 1044
838 816
1830 1510
104 1012
104 938
1012 1951
1317 1823
1317 402
314 592
592 850
173 1785
173 1395
173 259
916 47
386 1520
386 1146
1520 1261
1963 1741
489 1124
489 123
1124 406
1124 1218
507 1172
507 1693
1172 1263
1172 846
364 1352
364 939
1352 448
321 902
321 433
321 1923
902 1894
902 1101
755 1768
755 1584
755 520
1768 529
154 1399
154 1179
154 1681
1399 587
1116 1102
1116 271
439 1150
439 1535
819 886
819 404
819 1253
886 780
1547 459
1547 1335
1080 1973
1973 1656
1973 266
1961 1632
360 357
360 41
1609 1666
1609 1468
768 20
121 175
121 63
121 15
175 1223
479 786
786 1872
271 757
271 94
757 1147
679 1589
679 1402
557 1788
557 1894
557 1618
925 1955
925 251
1955 1016
1733 132
1733 1754
549 1146
549 101
536 1850
536 1604
1850 1512
1850 26
308 1618
1726 1059
1014 1417
1360 1739
1739 103
1739 1501
140 309
309 186
309 393
103 1276
103 951
1071 1227
1071 1294
1071 204
1227 264
1227 1422
150 1135
150 241
850 221
347 1387
952 229
394 1622
394 44
394 416
1622 1087
933 552
520 1060
520 1849
1060 1654
1470 1583
1181 1184
1181 1079
956 1951
5 1697
5 1401
5 959
1697 650
213 1043
213 1707
148 1602
148 294
148 398
1602 1121
1602 1150
481 1253
481 1020
481 26
1253 1092
1512 585
703 1037
703 389
703 1485
1037 917
1037 1673
585 673
585 1351
131 466
131 769
466 1280
1290 1274
1290 1977
77 1169
77 0
77 1197
1910 1215
1910 1804
675 814
753 1414
1644 1776
1644 1034
1776 713
138 610
485 1345
485 962
1345 1340
1345 244
64 1896
64 263
1424 1113
15 147
15 1365
147 671
147 796
1365 839
1373 1613
657 80
142 501
142 1914
499 1987
499 1779
835 311
1212 1709
1212 1158
1212 279
1709 448
645 1073
1073 113
1937 1228
846 1291
80 381
80 1557
1559 1330
1559 1028
760 1176
760 636
1176 340
478 1835
478 86
1835 413
1043 1186
1043 791
353 1166
353 1404
1166 1863
1863 463
953 1490
953 239
1490 282
1888 1970
1888 96
1970 1118
1058 1363
1058 179
1363 236
1363 618
1565 1800
1565 1948
535 950
535 700
1232 1340
66 1783
66 1949
66 1999
1783 279
42 1589
530 1100
530 401
530 20
1100 16
1438 726
57 854
853 407
853 352
278 1734
278 1230
1179 732
459 239
575 613
575 1947
37 1712
1985 1649
1721 1475
654 1171
1171 300
783 1810
783 232
783 1638
1810 1689
396 1550
396 480
1550 910
1550 606
822 1658
822 1653
822 1587
1658 1346
1658 1193
693 1773
693 669
1773 83
1773 858
1092 1673
1433 660
1433 1022
1967 1826
1228 763
1703 1668
22 1308
22 959
22 1489
1308 1531
1308 655
1541 971
295 0
155 1350
155 424
1414 281
1845 444
1845 134
1336 601
1336 168
1719 265
1719 1994
962 34
741 372
741 792
593 1749
1481 1564
1481 1115
1564 1028
1564 67
534 1018
555 1418
53 1818
53 1852
918 1832
918 1923
1832 1025
650 1672
650 512
1237 266
692 1934
692 666
692 1385
1934 292
968 547
1114 774
1114 128
1358 525
438 1594
438 27
1008 640
726 1288
480 433
264 1285
1807 323
1807 993
1600 420
728 1627
728 1523
323 86
796 607
1044 1024
551 619
551 653
1188 995
606 1229
1229 45
1229 265
1834 946
1007 1387
1115 88
1020 1362
1020 1223
1362 179
1362 340
259 861
1142 1208
1208 255
1117 927
1876 607
1876 821
1109 1705
1109 1950
1109 1588
1705 1134
384 483
384 546
384 1749
483 1167
179 297
1112 1760
1112 166
444 395
736 1050
736 1769
1050 1689
238 1978
238 1539
1926 871
231 198
231 1056
467 1939
467 994
94 986
94 1468
1064 1712
676 1497
1593 1769
1072 1121
1072 1303
1072 995
1517 1693
966 1271
1197 1530
1197 113
1530 713
1530 407
1436 1812
1436 1383
1436 678
1812 453
339 276
766 792
1682 1724
1503 1852
1897 845
1897 849
1388 1991
1388 1731
157 1909
157 1103
1909 660
1483 1949
927 1827
495 821
495 1288
495 896
1781 44
1781 1111
404 1184
404 1869
166 273
273 1988
682 1878
682 112
1409 716
1303 1525
1525 803
1294 1476
1294 1875
848 1506
1108 1694
1694 239
1434 1629
1349 1528
1349 1508
1528 699
1422 998
1422 443
304 1676
304 474
1017 62
1017 587
277 294
277 136
106 1511
106 827
1511 1977
1511 1155
939 1634
939 879
1634 621
1634 251
406 1808
1808 1225
973 1218
545 554
723 1613
723 605
255 1518
1193 474
1211 1275
1211 1070
1211 1069
1275 1
1907 1882
88 1126
88 292
1126 464
1674 946
1045 1242
1045 1354
1215 299
382 1401
958 1453
1607 1805
1607 424
1805 67
1805 209
82 254
82 1016
1330 1734
1102 0
803 390
712 1391
823 216
1241 1539
1241 1612
1539 24
253 1664
1664 1737
1664 1316
236 1132
363 186
202 629
202 699
827 1002
827 1400
1019 1877
1877 373
1592 16
1534 669
1534 233
1506 1815
999 615
119 1440
119 1828
119 971
1440 491
1440 221
1654 892
263 1750
263 1369
221 1659
930 560
930 441
47 139
47 40
601 1681
601 1780
46 1603
46 909
311 338
832 1088
832 756
832 1766
1088 1971
1289 1486
963 1119
963 1760
625 1549
625 1157
625 794
1549 661
716 1708
998 1557
498 1629
498 1475
498 1482
1629 885
1923 1463
940 1453
940 447
1708 839
669 1713
1818 1950
1818 769
1950 1406
1119 1280
91 1704
91 447
517 1849
517 1586
1849 602
810 621
618 1523
1523 1795
1006 1519
1006 1895
514 1322
514 1544
1322 475
1949 1588
1454 393
1462 209
1462 1659
95 700
95 1274
700 1553
1040 1720
237 1978
917 696
917 909
300 629
1101 1383
1101 1653
1383 629
1947 1567
1947 875
569 704
704 648
704 1299
1603 1873
45 1154
45 1562
1085 1151
1085 205
1085 715
756 1790
640 1029
1029 124
648 547
1134 1837
251 1686
525 1573
1573 1155
1573 858
395 560
395 661
560 1858
656 1312
1167 563
198 1443
29 1885
880 1132
880 1298
1132 1725
1475 856
20 301
501 385
729 1828
729 1656
128 1240
1240 1630
443 1903
1988 1499
113 73
993 1130
1130 554
1130 1666
472 1544
26 554
1285 126
27 1273
381 1025
381 1185
1760 1482
70 453
70 357
453 840
1809 1953
1809 1813
1809 1186
1953 1348
1953 310
1516 1875
847 1987
847 1042
847 1982
1508 1221
1903 1325
1903 276
891 458
151 951
1754 1458
1890 1795
1890 1276
1261 1488
1488 1391
1948 391
1328 205
1384 1782
1384 72
130 1649
130 563
1649 834
257 380
186 1320
1320 141
1782 858
272 1746
272 612
272 1925
1746 1162
492 1749
282 1939
282 562
1939 388
1870 938
1870 1397
866 1401
866 510
866 401
1309 1333
1309 852
1309 134
1333 344
1499 871
1499 1087
40 1143
55 16
55 1577
109 1351
109 659
1461 487
637 266
637 1535
1077 1127
1276 1350
1817 1089
1817 1553
1463 441
6 934
6 544
934 1225
865 733
556 1804
556 1872
1663 233
1663 791
153 840
153 1502
840 1304
204 424
204 1107
1107 1482
1348 1168
1 1385
1385 390
1324 398
96 1024
666 773
666 1466
814 54
160 591
160 1567
591 389
591 1806
896 1154
1127 387
837 1104
